Species	C2	C3	Y1	Y2	Y3
Opitutus_sp._GAS368	2	11	0	0	9
Proteiniclasticum_sp._QWL-01	9	7	2	2	2
Rhodococcus_sp._SGAir0479	1	19	1	0	1
Bacteroides_sedimenti	14	3	0	0	4
Brucepastera_parasyntrophica	4	11	0	2	4
Croceicoccus_marinus	17	4	0	0	0
Desulfovibrio_desulfuricans	9	9	0	2	1
Gluconacetobacter_diazotrophicus	5	16	0	0	0
Keratinibaculum_paraultunense	21	0	0	0	0
Microlunatus_sagamiharensis	1	19	1	0	0
Mycobacterium_gordonae	0	21	0	0	0
Selenomonas_sp._oral_taxon_126	8	11	0	2	0
Sinanaerobacter_sp._ZZT-01	1	4	0	11	5
Sporofaciens_musculi	0	0	0	13	8
Streptococcus_pseudopneumoniae	0	0	12	6	3
Stutzerimonas_chloritidismutans	0	21	0	0	0
Urbifossiella_limnaea	9	10	0	2	0
Anaerococcus_obesiensis	0	0	12	0	8
Blautia_massiliensis_(ex_Durand_et_al._2017)	0	0	1	19	0
Bradyrhizobium_sp._BTAi1	9	11	0	0	0
Candidatus_Leptofilum_sp.	0	14	0	4	2
Cetobacterium_somerae	7	0	10	2	1
Corynebacterium_auris	14	6	0	0	0
Desulfosudis_oleivorans	3	17	0	0	0
Kiritimatiella_glycovorans	9	9	0	2	0
Megamonas_hypermegale	11	2	0	4	3
Oceanidesulfovibrio_marinus	13	4	0	1	2
Pseudogemmatithrix_spongiicola	13	6	0	1	0
Pseudomonas_putida	7	10	0	3	0
Rhizophagus_irregularis	6	0	2	6	6
Streptococcus_sp._1643	0	0	15	2	3
Tepidiforma_bonchosmolovskayae	4	15	0	0	1
Veillonella_parvula	0	0	14	1	5
Anoxybacterium_hadale	1	2	1	10	5
Candidatus_Sarcina_troglodytae	8	0	0	0	11
Cellulomonas_fimi	4	11	3	0	1
Crassaminicella_profunda	0	0	16	1	2
Geoalkalibacter_halelectricus	13	2	0	1	3
Kocuria_varians	0	0	18	0	1
Lactococcus_sp.	0	0	0	3	16
Maioricimonas_rarisocia	7	12	0	0	0
Nitratireductor_kimnyeongensis	0	19	0	0	0
Paracoccus_sp._SJTW-4	18	0	0	1	0
Peptoclostridium_acidaminophilum	1	17	0	1	0
Prevotella_multiformis	13	2	0	2	2
Raoultella_ornithinolytica	17	2	0	0	0
Raoultella_planticola	13	0	0	0	6
Sphingobium_baderi	13	6	0	0	0
Sporosarcina_ureae	0	0	9	4	6
Streptococcus_equinus	1	0	10	5	3
Sulfuricaulis_limicola	5	14	0	0	0
Tannerella_serpentiformis	6	7	0	6	0
Treponema_brennaborense	9	7	0	2	1
Acidaminococcus_timonensis	7	8	0	0	3
Acinetobacter_corruptisaponis	0	0	0	18	0
Aedoeadaptatus_ivorii	3	11	0	2	2
Anaerococcus_vaginalis	0	0	6	5	7
Caloramator_sp._Dgby_cultured_2	2	7	0	8	1
Collinsella_sp._zg1085	0	1	8	7	2
Desulfoferula_mesophila	2	16	0	0	0
Desulfuromonas_versatilis	3	14	1	0	0
Fusobacterium_varium	6	0	12	0	0
Heliorestis_convoluta	9	7	0	2	0
Hymenobacter_sp._BRD128	10	8	0	0	0
Lughvirus_lugh	0	0	0	18	0
Luteimonas_fraxinea	0	18	0	0	0
Luteitalea_sp._TBR-22	3	13	2	0	0
Mariniplasma_anaerobium	12	0	0	3	3
Mycobacterium_sp._ITM-2016-00318	9	8	0	1	0
Nocardioides_sp._QY071	0	18	0	0	0
Prevotella_dentalis	8	10	0	0	0
Pseudarthrobacter_chlorophenolicus	3	0	15	0	0
Pseudomyxococcus_hansupus	11	7	0	0	0
Pseudoprevotella_muciniphila	14	4	0	0	0
Rothia_dentocariosa	0	0	12	4	2
Selenomonas_sp.	12	1	3	1	1
Streptomyces_avidinii	12	6	0	0	0
Streptomyces_sp._RTd22	0	18	0	0	0
uncultured_Bacteroides_sp.	8	4	0	4	2
Acetivibrio_clariflavus	1	6	1	5	4
Acetivibrio_thermocellus	7	2	4	3	1
Achromobacter_deleyi	3	0	5	4	5
Acidocella_sp._MX-AZ03	2	15	0	0	0
Allobaculum_mucilyticum	2	7	0	4	4
Aminobacter_sp._UC22_36	3	13	0	1	0
Amygdalobacter_nucleatus	5	3	0	3	6
Ancylobacter_polymorphus	1	16	0	0	0
Bacteroides_graminisolvens	9	0	0	1	7
Blautia_sp._KLE_1732_HM_1032	0	0	2	15	0
Burkholderia_sp._NLJ2	1	16	0	0	0
Burkholderia_ubonensis	5	9	0	0	3
Candidatus_Desulfovibrio_trichonymphae	10	7	0	0	0
Candidatus_Nanosynbacter_lyticus	0	5	2	4	6
Candidatus_Promineifilum_breve	13	4	0	0	0
Citrobacter_werkmanii	1	14	0	0	2
Enterococcus_casseliflavus	1	0	6	7	3
Fusobacterium_sp._SB021	1	0	11	5	0
Glaciihabitans_sp._INWT7	0	17	0	0	0
Halapricum_salinum	13	4	0	0	0
Haliovirga_abyssi	12	0	3	2	0
Kosakonia_cowanii	14	2	1	0	0
Leisingera_thetidis	0	15	0	0	2
Mesorhizobium_sp._AaZ16	3	12	1	0	1
Mycobacterium_sp._PDNC021	1	15	0	1	0
Paenibacillus_mucilaginosus	3	14	0	0	0
Paludibacterium_paludis	13	4	0	0	0
Parabacteroides_sp._CT06	12	0	0	2	3
Paracoccus_sp._S3-43	0	15	0	1	1
Pelobacter_propionicus	12	2	0	3	0
Phyllobacterium_zundukense	8	4	0	5	0
Prevotella_corporis	2	3	0	11	1
Roseivivax_sp._THAF30	0	15	0	0	2
Rubrobacter_xylanophilus	3	14	0	0	0
Scardovia_inopinata	1	0	0	16	0
Solidesulfovibrio_carbinoliphilus	15	2	0	0	0
Stenotrophomonas_maltophilia	1	9	0	6	1
Streptomyces_sp._NBC_00588	10	7	0	0	0
Vagococcus_teuberi	0	0	0	0	17
Yonseivirus_seifer	17	0	0	0	0
Akkermansia_massiliensis	2	9	5	0	0
Algiphilus_sp.	0	16	0	0	0
Aminipila_luticellarii	2	2	0	11	1
Aminomonas_paucivorans	14	2	0	0	0
Amycolatopsis_sp._NBC_00345	0	16	0	0	0
Azospirillum_argentinense	13	3	0	0	0
Brachybacterium_sp._Z12	4	12	0	0	0
Breoghania_sp._L-A4	8	7	0	0	1
Cellulomonas_sp._ES6	1	11	4	0	0
Clostridium_cellulovorans	0	0	4	12	0
Clostridium_felsineum	2	0	9	2	3
Clostridium_sp._MB05	12	0	0	2	2
Clostridium_thermosuccinogenes	1	8	1	5	1
Corynebacterium_doosanense	4	12	0	0	0
Deinococcus_soli_(ex_Cha_et_al._2016)	5	11	0	0	0
Fusibacter_sp._JL216-2	0	0	5	5	6
Halorientalis_sp._IM1011	8	8	0	0	0
Heliomicrobium_modesticaldum	6	8	1	0	1
Microbacterium_albipurpureum	0	16	0	0	0
Mycoplasmopsis_bovirhinis	16	0	0	0	0
Neobacillus_novalis	15	0	1	0	0
Paenibacillus_sp._RUD330	13	3	0	0	0
Phenylobacterium_sp._NIBR_498073	1	15	0	0	0
Prevotella_sp._E9-3	8	6	0	0	2
Proteus_mirabilis	11	2	3	0	0
Rhodopseudomonas_palustris	1	9	0	6	0
Shinella_zoogloeoides	8	7	1	0	0
Sneathia_vaginalis	0	0	0	0	16
Streptococcus_lutetiensis	0	0	4	6	6
Streptococcus_pyogenes	0	0	10	2	4
Streptomyces_alfalfae	3	1	11	1	0
Streptomyces_sp._Pv4-95	5	10	0	1	0
Sulfuritortus_calidifontis	1	13	0	2	0
Terrisporobacter_glycolicus	0	0	6	2	8
Thermanaerovibrio_acidaminovorans	14	2	0	0	0
Treponema_saccharophilum	6	1	8	0	1
Tumebacillus_avium	5	3	4	4	0
Acidobacterium_capsulatum	5	8	0	1	1
Aminipila_terrae	0	4	1	9	1
Aspergillus_fumigatus	1	12	0	0	2
Bacillus_cereus	5	0	0	5	5
Breznakiella_homolactica	13	2	0	0	0
Buchnera_aphidicola	6	0	5	4	0
Candidatus_Poriferisodalis_sp.	3	1	1	6	4
Chakrabartyella_piscis	5	2	1	5	2
Citrobacter_braakii	3	11	0	0	1
Clostridium_butyricum	4	0	1	7	3
Clostridium_estertheticum	0	0	6	8	1
Clostridium_sp._LQ25	0	0	9	5	1
Coprobacter_fastidiosus	10	1	2	1	1
Corynebacterium_freneyi	0	15	0	0	0
Corynebacterium_silvaticum	5	0	10	0	0
Deinococcus_sp.	11	1	2	0	1
Desulfovibrio_fairfieldensis	13	0	0	1	1
Ekhidna_sp.	3	1	4	2	5
Faecalibaculum_rodentium	3	3	1	1	7
Fastidiosipila_sanguinis	12	1	0	2	0
Geothrix_oryzae	3	12	0	0	0
Klebsiella_grimontii	15	0	0	0	0
Klebsiella_huaxiensis	14	0	0	1	0
Kosakonia_radicincitans	9	6	0	0	0
Lacticaseibacillus_paracasei	1	1	0	13	0
Leuconostoc_pseudomesenteroides	0	0	0	5	10
Listeria_monocytogenes	0	0	2	7	6
Metallumcola_ferriviriculae	5	7	0	3	0
Nakamurella_sp._A5-74	7	8	0	0	0
Natronosporangium_hydrolyticum	10	3	0	2	0
Nitratidesulfovibrio_vulgaris	12	2	0	1	0
Oceanithermus_profundus	2	13	0	0	0
Oceanobacillus_jeddahense	3	11	0	1	0
Oengusvirus_oengus	2	7	0	0	6
Oligella_ureolytica	15	0	0	0	0
Paenibacillus_sp._SI8	3	0	0	3	9
Paracoccus_zhejiangensis	5	7	0	1	2
Roseibium_sp.	10	2	3	0	0
Rouxiella_sp._WC2420	0	15	0	0	0
Staphylospora_marina	6	7	2	0	0
Streptomyces_sp._Z423-1	0	15	0	0	0
Tessaracoccus_defluvii	2	8	0	5	0
Thermoclostridium_stercorarium	7	5	0	1	2
Treponema_bryantii	1	0	3	8	3
Vallitalea_pronyensis	0	0	5	9	1
Vanrija_pseudolonga	7	6	0	0	2
Agromyces_sp._MMS24-K17	1	13	0	0	0
Akkermansia_biwaensis	0	14	0	0	0
Aminipila_butyrica	1	1	3	6	3
Arthrobacter_sp._ERGS1:01	9	5	0	0	0
Bacteroides_sp._CG01	4	6	0	1	3
Bifidobacterium_eulemuris	0	0	0	1	13
Brevibacterium_sp._BRM-1	0	0	10	1	3
Candida_albicans	0	0	0	11	3
Candidatus_Poriferisocius_sp.	7	7	0	0	0
Chthonomonas_calidirosea	14	0	0	0	0
Citrobacter_sp._Colony322	0	14	0	0	0
Clostridium_isatidis	10	0	0	1	3
Clostridium_taeniosporum	9	0	0	5	0
Conexibacter_sp._S30A1	0	14	0	0	0
Delftia_sp._HK171	9	5	0	0	0
Duncaniella_dubosii	10	3	0	1	0
Enterobacter_ludwigii	12	2	0	0	0
Erythrobacter_sp._JK5	1	12	1	0	0
Fibrobacter_succinogenes	0	12	1	1	0
Fulvitalea_axinellae	0	14	0	0	0
Lactobacillus_gasseri	0	0	9	5	0
Lactobacillus_iners	0	0	8	3	3
Methanobrevibacter_intestini	9	0	0	5	0
Muribaculum_gordoncarteri	5	5	0	0	4
Nocardioides_sp._S-1144	4	7	0	2	1
Ornithobacterium_rhinotracheale	7	3	0	3	1
Paenibacillus_borealis	8	3	0	2	1
Paenibacillus_lycopersici	10	3	1	0	0
Paenibacillus_physcomitrellae	11	0	0	3	0
Pikeienuella_piscinae	2	11	0	0	1
Pochonia_chlamydosporia	1	11	1	0	1
Pseudonocardia_sp._DSM_110487	3	11	0	0	0
Roseomonas_haemaphysalidis	3	10	0	0	1
Rubrivivax_sp._RP6-9	7	7	0	0	0
Shigella_sonnei	1	8	0	0	5
Streptococcus_alactolyticus	0	5	1	3	5
Streptomyces_finlayi	0	14	0	0	0
Streptomyces_sp._BI20	1	1	0	0	12
Streptomyces_sp._NBC_01497	7	6	0	1	0
Termitidicoccus_mucosus	10	4	0	0	0
Terrisporobacter_vanillatitrophus	2	0	0	2	10
Treponema_medium	0	7	0	0	7
Ureibacillus_thermophilus	10	0	0	0	4
Veillonella_dispar	0	0	13	1	0
Veillonella_rogosae	0	0	12	0	2
Achromobacter_denitrificans	12	1	0	0	0
Actinomyces_capricornis	1	0	1	8	3
Anaerococcus_mediterraneensis	9	2	0	1	1
Aquihabitans_sp._G128	0	13	0	0	0
Arcticibacter_sp._MXS-1	0	0	0	5	8
Baekduia_soli	6	6	0	0	1
Bdellovibrio_bacteriovorus	0	0	2	1	10
Candidatus_Minimicrobia_vallesae	0	0	7	5	1
Clostridium_pasteurianum	2	0	6	4	1
Clostridium_tetani	7	0	3	1	2
Corynebacterium_propinquum	1	0	1	2	9
Cryptobacterium_curtum	3	1	3	6	0
Curtobacterium_aetherium	5	6	0	2	0
Cystobacter_fuscus	4	9	0	0	0
Cytobacillus_firmus	5	2	1	4	1
Exiguobacterium_profundum	6	6	0	1	0
Fusarium_oxysporum	6	2	2	2	1
Hyphobacterium_sp.	2	11	0	0	0
Jiangella_alkaliphila	6	1	3	2	1
Leucobacter_sp._CX169	11	2	0	0	0
Marinicauda_algicola	13	0	0	0	0
Mesobacillus_jeotgali	1	3	4	0	5
Muribaculum_intestinale	8	4	0	1	0
Paenibacillus_ihbetae	8	0	1	1	3
Paenibacillus_spongiae	0	13	0	0	0
Pectinatus_haikarae	0	13	0	0	0
Pimelobacter_simplex	6	1	0	1	5
Priestia_filamentosa	8	0	2	1	2
Rhizobium_leguminosarum	6	7	0	0	0
Rhodobacter_xanthinilyticus	0	13	0	0	0
Ruminiclostridium_papyrosolvens	4	1	0	8	0
Schaalia_sp._19OD2882	4	1	6	2	0
Sphingobium_sp._SYK-6	0	13	0	0	0
Sphingomonas_flavalba	7	6	0	0	0
Stappia_sp.	8	2	0	1	2
Streptococcus_didelphis	0	0	4	2	7
Streptomyces_noursei	3	7	0	2	1
Streptomyces_sp._QH1-20	0	13	0	0	0
Streptomyces_sp._Tu_2975	2	10	0	0	1
Streptomyces_zaomyceticus	1	12	0	0	0
Treponema_peruense	0	0	1	7	5
Actinomadura_luteofluorescens	2	10	0	0	0
Akkermansia_sp._N21116	0	11	0	1	0
Bacillus_salacetis	6	6	0	0	0
Bifidobacterium_asteroides	0	2	4	0	6
Bifidobacterium_saguini	0	7	2	2	1
Citrifermentans_bemidjiense	9	2	0	1	0
Clostridium_formicaceticum	2	0	0	1	9
Clostridium_sp._OS1-26	11	0	1	0	0
Cohnella_sp._LGH	2	0	0	8	2
Comamonas_sp._Y33R10-2	4	8	0	0	0
Desulfovibrio_aminophilus	2	10	0	0	0
Enterobacter_bugandensis	7	4	0	0	1
Enterobacter_kobei	7	3	0	0	2
Enterococcus_saigonensis	0	2	2	6	2
Geosporobacter_ferrireducens	1	2	0	5	4
Gordonia_hydrophobica	1	10	0	1	0
Herbinix_luporum	0	0	0	10	2
Hoylesella_enoeca	7	5	0	0	0
Hyphomicrobium_denitrificans	6	1	3	0	2
Jonquetella_anthropi	1	9	1	0	1
Kwoniella_dendrophila	10	0	2	0	0
Lacticaseibacillus_rhamnosus	0	1	10	0	1
Leminorella_grimontii	1	11	0	0	0
Leucobacter_allii	4	8	0	0	0
Mesorhizobium_koreense	3	9	0	0	0
Methylovirgula_sp._HY1	5	7	0	0	0
Neobacillus_cucumis	0	0	5	1	6
Neomoorella_glycerini	2	9	1	0	0
Paragemmobacter_aquarius	6	6	0	0	0
Peptostreptococcus_equinus	1	1	0	5	5
Pistricoccus_aurantiacus	7	5	0	0	0
Prevotella_denticola	5	5	2	0	0
Priestia_megaterium	1	0	4	6	1
Pseudonocardia_petroleophila	2	8	2	0	0
Pseudooceanicola_nitratireducens	4	8	0	0	0
Rhodovastum_atsumiense	11	1	0	0	0
Rubrobacter_marinus	2	10	0	0	0
Selenomonas_timonae	9	2	0	0	1
Sinomonas_puerhi	0	12	0	0	0
Streptacidiphilus_sp._P02-A3a	7	5	0	0	0
Streptococcus_infantarius	7	0	2	3	0
Streptococcus_periodonticum	0	0	2	10	0
Streptococcus_pluranimalium	0	0	7	5	0
Streptomyces_sp._NBC_00435	0	12	0	0	0
Thiopseudomonas_alkaliphila	12	0	0	0	0
Tumebacillus_algifaecis	11	0	0	0	1
Veillonella_nakazawae	3	0	8	0	1
Verrucosispora_sp._WMMD573	1	11	0	0	0
Xylanimonas_allomyrinae	2	9	1	0	0
uncultured_Draconibacterium_sp.	5	0	4	2	1
Achromobacter_veterisilvae	1	7	1	1	1
Actomonas_aquatica	5	5	0	0	1
Aeromonas_dhakensis	6	5	0	0	0
Aromatoleum_aromaticum	2	7	0	0	2
Arthrobacter_sp._NicSoilB4	3	4	0	0	4
Aureimonas_phyllosphaerae	5	6	0	0	0
Bacillus_thuringiensis	1	6	0	2	2
Bacteroides_sp._PHL_2737	1	10	0	0	0
Borrelia_parkeri	11	0	0	0	0
Candidatus_Planktophila_versatilis	0	0	2	2	7
Caproicibacter_sp._BJN0012	6	2	2	1	0
Caulobacter_henricii	11	0	0	0	0
Citrobacter_koseri	7	3	0	0	1
Clostridium_tyrobutyricum	9	0	0	1	1
Corynebacterium_aquilae	7	0	0	4	0
Corynebacterium_breve	0	0	5	0	6
Cupriavidus_pauculus	2	4	0	3	2
Dehalococcoides_mccartyi	9	2	0	0	0
Desulfurispirillum_indicum	9	0	0	2	0
Dialister_succinatiphilus	2	0	0	8	1
Euzebya_pacifica	8	3	0	0	0
Exiguobacterium_marinum	5	1	0	5	0
Glutamicibacter_sp._JL.03c	0	11	0	0	0
Gulosibacter_sp._ACHW.36C	0	11	0	0	0
Halodesulfovibrio_aestuarii	3	0	0	2	6
Hyphomonas_atlantica	1	9	0	0	1
Kluyvera_intermedia	1	10	0	0	0
Leptotrichia_sp._oral_taxon_218	0	0	1	1	9
Ligilactobacillus_murinus	11	0	0	0	0
Macrococcus_equipercicus	0	0	4	2	5
Melittangium_boletus	6	4	0	1	0
Micromonospora_globbae	6	4	0	0	1
Mycobacteroides_abscessus	10	1	0	0	0
Mycolicibacterium_parafortuitum	1	10	0	0	0
Neopusillimonas_aromaticivorans	0	3	0	0	8
Nocardia_cyriacigeorgica	2	5	0	0	4
Ornithinibacillus_sp._FSL_M8-0202	11	0	0	0	0
Paenibacillus_lentus	6	4	0	1	0
Paenibacillus_sp._PK3_47	4	3	0	3	1
Paenibacillus_tritici	1	9	0	1	0
Paramuribaculum_intestinale	2	5	1	0	3
Pigmentiphaga_aceris	2	9	0	0	0
Prevotella_sp._E13-17	3	8	0	0	0
Prevotella_sp._Rep29	4	7	0	0	0
Pseudoalteromonas_luteoviolacea	0	0	4	0	7
Pseudomonas_benzenivorans	8	1	0	2	0
Rhodothermus_marinus	4	4	2	1	0
Spirochaeta_thermophila	7	4	0	0	0
Spiroplasma_endosymbiont_of_Labia_minor	11	0	0	0	0
Streptococcus_sp._116-D4	0	0	10	0	1
Streptococcus_zhangguiae	5	0	4	2	0
Streptomyces_sp._CG1	0	0	0	0	11
Streptomyces_sp._CdTB01	2	2	7	0	0
Sulfurivermis_fontis	8	0	3	0	0
Thalassobaculum_sp.	4	7	0	0	0
Thermaerobacter_marianensis	1	10	0	0	0
Trichomonas_vaginalis	1	0	3	6	1
Tsukamurella_tyrosinosolvens	8	2	0	1	0
Variovorax_sp._RKNM96	0	11	0	0	0
Xanthobacter_dioxanivorans	9	1	0	0	1
Xylanibacter_ruminicola	3	2	4	2	0
Yokenella_regensburgei	1	9	0	0	1
Acidaminococcus_intestini	3	2	0	0	5
Acinetobacter_suaedae	9	1	0	0	0
Actinomadura_nitritigenes	3	3	1	3	0
Actinomyces_sp._Z16	2	7	0	1	0
Adhaeribacter_radiodurans	2	2	3	2	1
Aeromicrobium_choanae	2	8	0	0	0
Aeromonas_hydrophila	5	1	0	3	1
Agrobacterium_vitis	1	4	1	3	1
Algoriphagus_sp._NBT04N3	3	3	0	3	1
Alsobacter_sp._KACC_23698	6	4	0	0	0
Altererythrobacter_sp._H2	10	0	0	0	0
Aquincola_tertiaricarbonis	4	0	0	2	4
Bdellovibrio_sp._HCB274	3	7	0	0	0
Bifidobacterium_animalis	0	2	0	5	3
Bosea_beijingensis	4	6	0	0	0
Brevibacillus_brevis	2	7	1	0	0
Candidatus_Nitrospira_inopinata	4	6	0	0	0
Clostridium_kluyveri	5	2	0	3	0
Cronobacter_dublinensis	0	7	0	1	2
Desulfarculus_baarsii	2	4	0	0	4
Duodenibacillus_massiliensis	2	5	0	1	2
Dyella_kyungheensis	7	1	0	2	0
Egibacter_rhizosphaerae	0	5	0	0	5
Ezakiella_coagulans	1	1	0	8	0
Flagellimonas_sp.	1	3	2	3	1
Helcococcus_ovis	10	0	0	0	0
Hydrogenophaga_sp.	0	10	0	0	0
Ilumatobacter_coccineus	0	9	0	1	0
Jeongeupia_sp._HS-3	4	6	0	0	0
Koleobacter_methoxysyntrophicus	0	0	0	0	10
Komagataeibacter_xylinus	4	6	0	0	0
Lactobacillus_apis	0	0	9	0	1
Leucobacter_insecticola	0	1	5	0	4
Levyella_massiliensis	3	1	1	1	4
Luteitalea_pratensis	3	7	0	0	0
Maricaulis_maris	5	3	0	2	0
Mesorhizobium_sp.	4	5	0	1	0
Methanocaldococcus_fervens	0	0	5	1	4
Microbacterium_sp._10M-3C3	10	0	0	0	0
Mycolicibacterium_farcinogenes	1	0	4	0	5
Nakamurella_multipartita	0	9	0	1	0
Nisaea_sp.	1	9	0	0	0
Niveibacterium_sp._SC-1	0	5	0	0	5
Oleidesulfovibrio_alaskensis	8	2	0	0	0
Oxalobacter_vibrioformis	1	9	0	0	0
Paenibacillus_psychroresistens	0	0	5	3	2
Paenibacillus_silvisoli	2	0	0	4	4
Paenibacillus_sp._HWE-109	0	6	0	4	0
Paenibacillus_sp._MBLB4367	9	0	0	0	1
Paenibacillus_stellifer	0	1	0	4	5
Paludibaculum_fermentans	2	2	3	0	3
Paraburkholderia_tropica	1	8	0	1	0
Paraburkholderia_xenovorans	0	10	0	0	0
Parashewanella_spongiae	10	0	0	0	0
Pelodictyon_luteolum	5	0	0	3	2
Penicillium_digitatum	5	5	0	0	0
Peptoniphilus_equinus	7	1	1	1	0
Peptoniphilus_harei	0	0	3	2	5
Peterkaempfera_bronchialis	0	10	0	0	0
Petrocella_atlantisensis	4	2	0	4	0
Phoenicibacter_congonensis	0	0	0	8	2
Pigmentiphaga_sp._CHJ604	6	0	2	0	2
Porphyromonas_somerae	1	0	0	0	9
Porphyromonas_sp._oral_taxon_275	4	0	5	1	0
Prevotella_melaninogenica	4	1	1	2	2
Propionibacterium_australiense	4	0	2	3	1
Pseudodesulfovibrio_nedwellii	6	4	0	0	0
Pseudomonas_aeruginosa	5	0	5	0	0
Pseudomonas_neuropathica	9	0	1	0	0
Rhodococcus_sp._AQ5-07	0	10	0	0	0
Ruania_halotolerans	5	0	2	1	2
Saccharophagus_degradans	3	0	0	6	1
Salinarimonas_sp.	6	4	0	0	0
Schleiferilactobacillus_harbinensis	6	3	0	1	0
Sphingomonas_sp._R1	2	8	0	0	0
Sporolactobacillus_terrae	0	3	6	0	1
Stappia_sp._ES.058	0	2	0	8	0
Streptomyces_seoulensis	4	6	0	0	0
Thermacetogenium_phaeum	5	5	0	0	0
Thermoanaerobacterium_thermosaccharolyticum	5	0	3	0	2
Treponema_socranskii	6	3	0	1	0
Treponema_succinifaciens	3	0	3	0	4
Usitatibacter_rugosus	2	8	0	0	0
Acetobacterium_wieringae	1	0	2	4	2
Acidithiobacillus_ferriphilus	7	2	0	0	0
Actinomyces_sp._432	3	1	1	2	2
Actinomyces_sp._Chiba101	0	0	7	2	0
Actinoplanes_sp._L3-i22	2	1	4	1	1
Anaerococcus_nagyae	9	0	0	0	0
Anaerotignum_sp._MB30-C6	4	5	0	0	0
Bacillus_velezensis	1	2	1	2	3
Bifidobacterium_actinocoloniiforme	2	4	1	0	2
Bifidobacterium_imperatoris	0	0	7	0	2
Boudabousia_tangfeifanii	0	0	2	4	3
Bradyrhizobium_sp._170	5	4	0	0	0
Brevibacillus_centrosporus	2	5	0	0	2
Brevibacillus_humidisoli	0	1	1	0	7
Buchananella_felis	7	0	0	2	0
Caminibacter_pacificus	0	0	9	0	0
Candidatus_Cloacimonas_acidaminovorans	8	1	0	0	0
Candidatus_Formimonas_warabiya	6	0	0	3	0
Candidatus_Liberibacter_solanacearum	6	3	0	0	0
Cetobacterium_sp._SF1	2	0	2	5	0
Chlorobium_limicola	2	7	0	0	0
Chromohalobacter_israelensis	0	9	0	0	0
Clostridium_thermarum	2	0	5	1	1
Cohnella_candidum	6	2	0	1	0
Cohnella_sp._WGS1546	4	0	3	2	0
Collimonas_arenae	1	6	0	1	1
Comamonas_testosteroni	0	8	0	0	1
Dactylosporangium_vinaceum	2	7	0	0	0
Dermabacter_vaginalis	9	0	0	0	0
Desulfoluna_limicola	6	0	1	2	0
Desulfolutivibrio_sulfoxidireducens	5	2	0	0	2
Desulforapulum_autotrophicum	6	3	0	0	0
Desulfosarcina_ovata	1	8	0	0	0
Desulfovibrio_mangrovi	1	6	0	1	1
Dickeya_solani	2	2	5	0	0
Dokdonella_koreensis	0	9	0	0	0
Ectopseudomonas_mendocina	5	3	0	1	0
Endomicrobium_proavitum	8	0	1	0	0
Eremothecium_cymbalariae	0	0	2	3	4
Escherichia_ruysiae	0	8	0	0	1
Filifactor_alocis	0	3	2	3	1
Flavobacterium_sp._KS-LB2	0	0	6	1	2
Gemmata_sp._SH-PL17	5	4	0	0	0
Geobacillus_sp._GHH01	0	9	0	0	0
Geothrix_sp._21YS21S-4	8	1	0	0	0
Gordonia_rubripertincta	2	0	0	7	0
Haematospirillum_jordaniae	2	7	0	0	0
Hyphomicrobium_nitrativorans	6	3	0	0	0
Isoptericola_jiangsuensis	8	0	0	1	0
Jannaschia_ovalis	6	2	0	0	1
Jatrophihabitans_sp._GAS493	7	0	0	0	2
Kosakonia_calanthes	0	3	0	6	0
Kurthia_gibsonii	0	0	9	0	0
Lacinutrix_venerupis	0	0	7	1	1
Lactiplantibacillus_argentoratensis	0	0	0	9	0
Levilactobacillus_brevis	0	0	0	7	2
Listeria_ivanovii	0	0	2	2	5
Luteimonas_sp._JM171	5	0	0	4	0
Mammaliicoccus_sciuri	0	0	1	4	4
Marinibacterium_sp._SX1	0	9	0	0	0
Microbacterium_sp._E-13	6	3	0	0	0
Nitratireductor_sp._GISD-1A_MAKvit	1	8	0	0	0
Nitrospira_moscoviensis	2	7	0	0	0
Nocardia_terpenica	1	6	0	0	2
Nocardioides_ochotonae	0	4	2	0	3
Nocardioides_sp._LMS-CY	0	0	9	0	0
Novosphingobium_sp._ES2-1	5	2	0	2	0
Oceanirhabdus_sp._W0125-5	7	0	0	2	0
Oceanisphaera_sp._IT1-181	9	0	0	0	0
Ottowia_sp._oral_taxon_894	9	0	0	0	0
Paenibacillus_sp._SN-8-1	0	9	0	0	0
Pantoea_eucrina	1	1	0	0	7
Paraburkholderia_bonniea	0	2	3	4	0
Peptacetobacter_sp._AB845	0	0	0	5	4
Planococcus_sp._X10-3	0	6	1	0	2
Prevotella_communis	5	1	1	1	1
Prevotella_veroralis	7	0	0	2	0
Pseudomonas_sp._AN-1	0	8	1	0	0
Pseudovibrio_sp._FO-BEG1	1	3	0	0	5
Pullulanibacillus_sp._KACC_23026	0	0	0	4	5
Roseateles_depolymerans	4	5	0	0	0
Rufibacter_tibetensis	2	4	1	0	2
Sebaldella_termitidis	9	0	0	0	0
Sinorhizobium_americanum	2	2	1	0	4
Sinorhizobium_fredii	5	4	0	0	0
Sodalis_glossinidius	5	0	0	0	4
Sphaerobacter_thermophilus	1	8	0	0	0
Sphingobacterium_bambusae	9	0	0	0	0
Sphingobacterium_spiritivorum	0	0	2	3	4
Sphingomonas_sp._AP4-R1	4	2	0	0	3
Streptococcus_iniae	0	0	6	1	2
Streptococcus_sp._oral_taxon_064	0	0	4	3	2
Streptomyces_sp._NBC_00631	0	9	0	0	0
Tabrizicola_sp._BL-A-41-H6	5	4	0	0	0
